Column1,특성추출(가중치순 상위 50개),종목명
1500,"탈석탄,삼성,삼성생명,발전소,ESG,삼성화재,석탄발전소,이사회,계열사,친환경,삼성물산,한국,금융사,다음달,15조,40기,지배구조",삼성생명
1501,"탈석탄,삼성,ESG,계열사,삼성화재,발전소,관계자,삼성생명,삼성증권,삼성자산운용,삼성전자,삼성그룹,삼성물산,보험사,지배구조,움직,신규투자,이사회,환경보호,선도기업,회사채,계열사들",삼성증권
1502,"금융사,탈석탄,삼성,ESG,미국,친환경,삼성전자,만큼,관계자,발전소,다음달,삼성물산,삼성화재,금융권,관계사,지배구조,환경보호,이사회",삼성전자
1503,"ESG,계열사,삼성화재,삼성생명,탈석탄,삼성전자,관계자,삼성금융계열사,삼성증권,이사회,친환경,삼성물산,삼성,1조,회사채,삼성금융계열사들,지배구조",삼성증권
1504,"ESG,탈석탄,이사회,친환경,삼성화재,발전소,삼성금융,환경보호,삼성,회사채,신재생,신재,삼성전자,삼성그룹,삼성물산,삼성증권,전기차,삼성생명,신규투자",삼성증권
1505,"삼성,ESG,탈석탄,이사회,관계사,관계자,삼성화재,친환경,발전소,삼성생명,신재,전기차,삼성물산,삼성증권,신재생,신규투자",삼성증권
1506,"ESG,탈석탄,금융사,이사회,삼성,삼성생명,삼성전자,삼성물산,삼성그룹,다음달,관계자,삼성화재,친환경,지배구조,삼성증권,환경보호,삼성자산운용,발전소",삼성증권
1507,"ESG,계열사,탈석탄,관계자,이사회,삼성금융계열사,삼성생명,삼성화재,삼성전자,삼성물산,삼성,친환경,지배구조,삼성증권,환경보호,발전소,삼성자산운용,유럽연합,미국,신재,전기차,삼성그룹",삼성증권
1508,"ESG,삼성,탈석탄,관계자,관계사,이사회,친환경,삼성생명,삼성화재,발전소,신재,전기차,삼성물산,신재생,삼성증권,삼성전자,지배구조",삼성증권
1509,"ESG,KB,ETN,KB증권,박정림,KRX,제일제당,삼성,삼성물산,현대글로비스,최종지표,최종지표가치,구조원,1만,상품권,7명",현대글로비스
1510,"ESG,KB증권,ETN,KB,홈페이지,지배구조,박정림,발행자,에코,KRX,3000만,ECO,헤이블,제일제당,삼성,삼성물산,현대글로비스,마블",현대글로비스
1511,"ESG,KB,KB증권,ETN,4주,거래금액,금융상품,삼성물산,현대글로비스,100주,박정림,상품권,KRX,환경경영점수,헤이블,제일제당,삼성",현대글로비스
1512,"코스피,거래소,ETN,코스닥,한국,발행사,한국기업지배구조원,움직,ESG,코로나19,KRX,재무건전성,삼성물산,삼성,현대글로비스,제일제당,무담보,무보증,실시간지표,파생결합증권,제비용,뉴딜,KB,신용위험,100억,투자참고지표,실시간지표가치,중요성",현대글로비스
1513,"배출량,바이든,영국,탈탄소,삼성물산,행정부,온실가스,삼성,자동차,미국,수소차,RE100,EU,95G,당선자,휴대폰,핀란드,노르디아,재생에너지,그간,리걸앤제너럴,가능성",삼성물산
1514,"삼성물산,태양광,신재생,캐나다,영업이익,탈석탄,조윤호,수주시,북미,삼성바이오로직스,ESG,건설부문,전력수급계획",삼성바이오로직스
1515,"ESG,파타고니아,KCGS,한국,상장사,투자자,기업들,보고서,한화,국부펀드,연기금,제2,간접적,자연보호,상장기업,한국전력,문서화,이젠,석탄화력발전사업,지배구조,면제품,우선시,제3,효성,증권사들,그룹사,삼성물산",효성
1516,"석탄발전,유로,베트남,북유럽,노르디아,기후위기,투자자,기업들,투자자들,투자금,삼성,붕앙,사람들,삼성물산,한국전력,투자회사,한국",삼성물산
1517,"삼성물산,탈석탄,베트남,석탄화력발전소,데쯔오,사까베,이사회,발전소,천연가스,금융사,투자가,화력발전사업,신재,소비자,기업통치,상사부문,강원,신재생,한국,붕양,석탄사업,LNG,ESG,홈페이지,사업,석탄,기업,철수,종료,건설,환경,결정,화력",삼성물산
1518,"한화,ESG,네덜란드,집속탄,노르웨이,한화솔루션,래리,블랙록,코로나,집속,유럽,삼성물산,태양광,금융사,코리아,김동관,기업들,연기금",한화솔루션
1519,"삼성물산,친환경,투자자,탈석탄,기후변화,베트남,삼성,강릉,이사회,발전소,석탄화력발전,경영방침,복합화력,천연가스,태양광,삼성화재,삼성생명,전사적,지배구조,석탄화력발전소,진정성,투자가,삼성그룹",삼성생명
1520,"한전,베트남,석탄발전,친환경,남아프리카공화국,삼성물산,인도네시아,자바,김종갑,필리핀,천연가스,탈석탄,재무상",삼성물산
1521,"탈원전,탈석탄,탄소중립,이산화탄소,삼성그룹,신재생,기업들,유연탄,탄소배출,삼성물산,이사회,골드만삭스,모건,반도체,지배구조,사업장,공급망,프랑스,호주,위원회,투자업,자동차,원전검토위원회,석탄발전,독일,삼성전자,투자업계",삼성전자
1522,"한전,석탄화력발전사업,베트남,투자자,삼성물산,해외석탄,친환경,붕앙2,해외사업,붕앙,영국,석탄화력발전,위원회,투자자들,필리핀,무역보험공사,국정감사,한국전력,재검토,덴마크,발전소,핀란드,민주당,프랑스,이소영,환경단체",삼성물산
1523,"한전,베트남,석탄발전,삼성물산,이사회,ESG,한국전력,붕앙,인도네시아,자바,팡가시난",삼성물산
1524,"삼성물산,유진투자증권,중장기,ESG,연구원,지배구조,한병화,전력구매계약,목표주가,13만,발전사업,기업가치,지주회사,투자의견,삼성전자,바이오가,유진,삼성그룹,PPA,LNG,사업,성장,중심,투자,그룹,변화,경영,구조,제도,신규,설명",삼성전자
1525,"삼성물산,베트남,영업이익,발전소,신재생,삼성바이오로직스,150억,친환경,코로나바이러스,이사회,ESG,코스피,붕앙,건설부문",삼성바이오로직스
1526,"삼성물산,발전소,베트남,탈석탄,신재생,이사회,LNG,거버넌스위원회,위원회",삼성물산
1527,"삼성물산,탈석탄,베트남,이사회,발전소,운용사,붕앙,석탄화력발전,삼성,노르웨이,강릉,영국,관계자",삼성물산
1528,"삼성물산,석탄사업,탈석탄,친환경,삼성전자,석탄발전소,관계자,발전소,이사회,베트남,영업이익,삼성,삼성그룹,금융사,붕앙,이건희,그동안",삼성전자
1529,"삼성물산,탈석탄,투자자,지배구조,삼성그룹,이건희,지주사,개정안,베트남,이사회,거버넌스위원회,강화도,삼성전자,위원회",삼성전자
1530,"삼성물산,탈석탄,발전소,투자자,개정안,베트남,이사회,코로나바이러스,영업이익,삼성전자,중국,지배구조,이건희",삼성전자
1531,"삼성물산,ESG,탈석탄,투자자,삼성,밀레니얼세대,블랙록,삼성그룹,관계자,순이익,발전소,이건희",삼성물산
1532,"삼성물산,친환경,베트남,탈석탄,발전소,운용사,붕앙,석탄화력발전,삼성,노르웨이,강릉,영국,관계자",삼성물산
1533,"삼성물산,친환경,영업이익,베트남,ESG,이사회,상사부문,발전소,강릉,2160억,150억,삼성바이오로직스,원자재,화력발전소",삼성바이오로직스
1534,"삼성물산,탈석탄,발전소,기후변화,베트남,이사회,신규사업,거버넌스위원회,ESG,복합화력",삼성물산
1535,"삼성,미국,이재용,삼성프라자,포천,진주시,기후위기,형사재판,평가대상,베트남,지배구조,붕양,뇌물공여,낙제점,삼성화재,기자회견,전문지,발전소,부회장,비상행동,상대동,삼성전자,석탄화력발전소,도덕성,19위,삼성물산,경남,경남기후위기비상행동,ESG",삼성전자
1536,"일본,한국전력,유럽,석탄화력발전,배출량,베트남,금융사,온실가스,운용사,영국,한국,삼성물산,투자자,탄소배출량,호멜푸즈,기업들,미국",삼성물산
1537,"호주,삼성생명,삼성,삼성전자,기후솔루션,아다니그룹,석탄발전,삼성증권,삼성그룹,발전소,경남,강릉,비상행동,국격,삼성물산,프로젝트파이낸싱,기후변화,윤세종,환경단체,계열사",삼성증권
1538,"호주,삼성증권,삼성,삼성전자,기후솔루션,미래에셋대우,발전소,아다니,석탄화력발전소,석탄사업,삼성물산,포시즈,2500억,한화투자증권,애봇",한화투자증권
1539,"삼성물산,외국인,삼성전자,반도체,위원회,지배구조,배당금,코스피,지주사,어치,계열사,매도세,코로나19,자사주,삼성그룹,순매도,최상단",삼성전자
1540,"이사회,삼성물산,위원회,거버넌스,제니스,거버넌스위원회,사외이사,전문가,위원장,한양대,정병석,이상승,경영인,지속가능경영,노동부,전문성,주주총회,전자투표,제일은행,대우중공업",삼성물산
1541,"이사회,삼성물산,제니스,거버넌스,위원회,거버넌스위원회,사외이사,전문가,위원장,한양대,정병석,이상승,경영인,전자투표,노동부,전문성",삼성물산
1542,"삼성물산,위원회,이사회,자사주,3개년,거버넌스,중장기,연구원,김동양,배당수익,배당정책,내부위원회,2000원",삼성물산
1543,"이사회,삼성물산,위원회,거버넌스위원회,전문가,관계사,기업지배구조,자사주,CSR,전문성,주주친화정책,거버넌스",삼성물산
1544,"삼성물산,이사회,자사주,관계사,배당수익,부행장,사외이사,배당금,위원회,거버넌스위원회,전문가,거버넌스,주주들,제니스,전문성,2000원,주주가치",삼성물산
1545,"삼성물산,이사회,전문가,위원회,사외이사,거버넌스,제니스,거버넌스위원회,자사주,이상승,3명,삼성전자,주주가치,관계사,위원장",삼성전자
1546,"변호사,서울남부지검,태평양,법무부,화우,서울중앙지검,김수남,전문가,경찰청장,경찰청,세종엔,서울경찰청장,기업들,로펌들,삼성바이오로직스",삼성바이오로직스
1547,"서스틴베스트,ESG,상반기,상장기업,신한지주,흥국화재,삼성바이오로직스,사외이사,AA,KT,이사회,태광그룹,계열사,E등급,위원회",흥국화재
1548,"삼성생명,계열사,소비자,금융계열사,경쟁력,삼성전자,삼성그룹,삼성,컨트롤타워,경영자,입원비,사업부,미지급,즉시연금,삼성화재,조직개편,삼성카드,감독법",삼성카드
1549,"계열사,소비자,금융계열사,경쟁력,삼성생명,삼성그룹,삼성,컨트롤타워,미지급,입원비,사업부,삼성화재,즉시연금,삼성카드,조직개편,감독법,건전성,그간,금융복합기업집단감독법",삼성카드
1550,"소비자,삼성생명,삼성화재,소비자보호,FC,사업부,원스톱,조직개편,설계사,소비자보호실,디지털본부,경쟁력,만족도,보험업계,오프라인,보험업,사안들,신사업전략팀",삼성생명
1551,"삼성화재,삼성생명,사업부,수익원,소비자,삼성,경쟁력,조직개편,신판,빅데이터,소비자보호,삼성카드,계열사,TF",삼성카드
1552,"ESG,삼성,탈석탄,이사회,금융사,다음달,보험사,삼성화재,지배구조,발전소,삼성생명,삼성증권,삼성자산운용,금융사들",삼성증권
1553,"ESG,삼성화재,관계사,탈석탄,발전소,관계사들,미국,삼성,삼성생명,지속가능,지배구조,친환경,이사회,회사채,삼성그룹",삼성생명
1554,"탈석탄,친환경,발전소,ESG,삼성,미국,이사회,금융권,금융사,삼성화재,관계자,삼성그룹,청정에너지,삼성증권,삼성자산운용,지속가능,삼성생명",삼성증권
1555,"삼성,탈석탄,삼성생명,삼성화재,석탄발전,보험사,삼척,발전소,금융기관,회사채,금융사",삼성생명
1556,"ESG,탈석탄,삼성,삼성그룹,삼성생명,다음달,이사회,석탄화력발전소,지속가능,지배구조,친환경,발전소,관계사,삼성화재,관계사들",삼성생명
1557,"삼성,ESG,탈석탄,이사회,관계사,관계자,삼성화재,삼성생명,친환경,지배구조,환경보호,발전소,삼성그룹,관계사들",삼성생명
1558,"ESG,삼성,김광수,다음달,금융사,발전소,자산운용,국정감사,산업은행,이동걸,이사회,지배구조,삼성생명,탈석탄,관계사,농협금융",삼성생명
1559,"ESG,탈석탄,삼성그룹,미국,관계사,이사회,관계자,회사채,현대차,삼성생명,금융권,삼성화재,친환경",삼성생명
1560,"탈석탄,금융사,삼성생명,삼성,삼성화재,000억,계열사,회사채,이사회,그간,우리나라,PF",삼성생명
1561,"삼성,ESG,관계사,관계자,탈석탄,삼성화재,친환경,지배구조,이사회,환경보호,발전소,삼성생명,미국,신재,전기차,선진국,삼성증권,신재생,신규투자,삼성자산운용,경영활동",삼성증권
1562,"ESG,삼성,이사회,삼성화재,삼성자산운용,지배구조,친환경,관계사,삼성증권,삼성생명,발전소,관계사들,미국,유럽연합,삼성그룹,삼성전자",삼성증권
1563,"삼성,삼성생명,탈석탄,관계사,삼성화재,회사채,다음달,관계자,ESG,발전소,박현,이사회,친환경,환경보호,삼성금융그룹",삼성생명
1564,"ESG,탈석탄,삼성,금융사,이사회,삼성화재,다음달,발전소,관계자,보험사,지배구조,환경보호,삼성증권,삼성생명,삼성자산운용,북미,유럽연합,삼성그룹,삼성전자",삼성증권
1565,"ESG,삼성,이사회,삼성화재,삼성자산운용,탈석탄,지배구조,친환경,관계사,삼성증권,삼성생명,발전소,관계사들,미국,유럽연합",삼성증권
1566,"사외이사,금융지주,부사장,이사회,위원회,코로나19,온도계,지배구조,금융권,삼성생명,부총리,강성수,중징계,자문사",삼성생명
1567,"사외이사,금융지주,부사장,이사회,위원회,코로나19,온도계,지배구조,금융권,손태승,삼성생명,부총리,강성수,중징계",삼성생명
1568,"연구원,삼성전자,삼성전기,삼성에스디에스,미국,삼성그룹,중산층,만큼,삼성,민주당,코스피,주도주,반도체,도널드,서울,한국,감세안",삼성전자
1569,"부사장,삼성전자,사업부,반도체,조직개편,삼성전기,내년도,센터장,파운드리,차세대,사장단,경계현,전략마케팅실장,팀장,DS,사업부장,품질보증실",삼성전자
1570,"한국,코스피,200,삼성전기,바이든,JP모건,회복세,기업들,200,모건,영업이익,신흥국,5세대,하이닉스,전기차,케이팝,삼성전자,지배구조,선호주,코리아,디스카운드,13만",삼성전자
1571,"SSGA,운용사,연구원,ESG,지배구조,김준섭,영국,미국,KB,3조,삼성전기,전주사무소,4148조,KB증권,지분율,투자자산,의결권,스탠더드앤드푸어스,이슈화,보고서,노출도",삼성전기
1572,"삼성전자,삼성,부회장,이재용,반도체,현대차,내년도,관계자,파기환송심,사법리스크,구광모,사업전략,환송심",삼성전자
1573,"상위사,매수세,시총,코스피,외국인,증권사,PHYSICAL,삼성,우선주,하이닉스,뉴딜,리서치본부장,거버넌스,기대감들,백신개발,트리거,하이투자증권,기대감,당선가능성,팬데믹,주체들,중앙은행,기아차,고태봉,신산업,코로나,횡보국면,통화정책,매매공방,중앙은행들,삼성전자,셀트리온,밸류에이션,현대차,모빌리티,전망들,네이버,삼성바이오,000포인트,위험자산쪽",셀트리온
1574,"미래차,기업들,미국,이재용,자동차,보스턴,감염병,정의선,롤러코스터,산업계,장면들,인텔,다이내믹스,부회장,확산세,삼성전자,구광모,최태원,대한상공회의소",삼성전자
1575,"장원석,장재창,미국,배당금,기업들,분들,코스피,삼성전자,배당투자,신재생,배당주,부양책,생생경제,배당률,대형주,5천,우리나라,특별배당,개인들,기대감,주린이,5만,내년도,고배당,쪽들",삼성전자
1576,"삼성,부회장,기업인,준법감시위,삼성전자,한국,감시위,재판관,위법행위,위원회,항소심,경영권,삼성바이오,미국,압수수색",삼성전자
1577,"ESG,맥킨지,한국,투자자,미국,블랙록,사모펀드,캘리포니아,캐나다,ESG지수,삼성전자,LP,아시아",삼성전자
1578,"시상식,산업통상자원부,지속가능경영,한국생산성본부,2점,한국,장관상,회장상,청맥,대한무역투자진흥공사,사장상,코로나19,정부포상,강경성,이든푸드,삼성전자,세라젬,서울,드래곤시티,ESG,김형범,기업부,자원부,국무총리",삼성전자
1579,"온라인,한국전력,조폐공사,동아일보,신동아,신한은행,삼성전자,전경련회관,서울,유튜브,배근호,최유경,한국조세재정연구원,한국법제연구원,주년,오준환,DOPPELG,농협",삼성전자
1580,"삼성전자,오픈소스,WBA,텔레포니카,아시아,하드웨어,연합체,10위,AI,취약계층,삼성미래기술육성사업,INCLUSION,5위,노키아,투자자",삼성전자
1581,"삼성디스플레이,QD,사업장,충남,최주선,삼성전자,스플레이,생태계,양산,생산라인,충남도청,OLED,아산,다음주,생산설비,삼성디,경영진,등애,퀀텀닷,곡교천,백색",삼성전자
1582,"삼성디스플레이,QD,사업장,스플레이,충남,삼성전자,아산,퀀텀닷,삼성디,양산,생태계,협약식,충남도청,다음주,생산설비,시제품,최주선,경영진,OLED,곡교천,백색",삼성전자
1583,"삼성전자,통신사,WBA,오픈소스,연합체,8위,AI,삼성미래기술육성사업,노키아,스페인,지속가능,호주,10위,톱10",삼성전자
1584,"삼성전자,하드웨어,WBA,삼성,평가대상,AI,10위,투자자,2점,사내벤처프로그램,인공지능,취약계층,장애인,씨랩,삼성미래기술육성사업,지속가능발전목표,어린이들,핸드폰,지배구조,스마트폰,비정부단체,오픈소스,통신사,연합체,상위권,4위,3위",삼성전자
1585,"수익률,마이다,설정액,네이버,중소형,미래에셋코어테크펀드,삼성전자,1개월,코리아펀드,성장주,ESG,코리아,수소차,코스피지수,성장성,UBSIT,삼성,이동통신,이오테크닉스,5세대,아문디,콜마비앤에이치,알테오젠,범농협그룹,웹젠,지배구조,하이닉스,종목군,전기차,편입종목",콜마비앤에이치
1586,"삼성전자,폐기물,사업장,포장재,반도체,사용량,TV,업사이클링,에코,조직들,물발자국,부여,탄소중립,영국,각국,환경경영,재발견가전제품,카본트러스트",삼성전자
1587,"삼성전자,부회장,이재용,스마트폰,삼성,디자인전략회의,5세대,이동통신,인체공학,거부감,이돈태,고객들,인공지능,지배구조,부사장,핵심축,지속가능성,폐플라스틱,디자,5G,AI,ESG,디자인,로봇,환경,소재,미래,전략,반영,경영",삼성전자
1588,"바이든,김현미,방지법,실손,영업익,삼성전자,오프라인,모빌리티,등록금,핵심비전,선긋,빅테크,한동훈,알박기,비서실장,에볼라,차르,예산안,윤창호,윤창호법,눈살",삼성전자
1589,"ESG,삼성,이사회,관계사,관계자,탈석탄,삼성화재,친환경,지배구조,환경보호,발전소,ESG경영,미국,삼성전자,신재,전기차",삼성전자
1590,"ESG,이사회,삼성,관계사,탈석탄,관계자,삼성화재,친환경,지배구조,환경보호,발전소,미국,삼성전자",삼성전자
1591,"삼성전자,사업장,부회장,주년,수자원,기념식,ESG,경영철학,지배구조,사업부문,화성사업장,사용량",삼성전자
1592,"코로나,코로나19,기업들,비대면,대기업,브리티웍스,현대차,반도체,팬데믹,삼성전자,성장동력,평택",삼성전자
1593,"부강테크,UN,최우수그룹,지속가능,SDGS,글로벌지수,수자원,ESG,기후변화대응,고위급,삼성전자,인텔",삼성전자
1594,"삼성전자,사업장,배당금,영국,인터브랜드,ESG,반도체,삼성,국제협력공사,독일,5위,인권침해,반도체업계,2조,노동자,우선주,용수량,반도체업,카본트러스트,622억,재사용,재활용,노동자들,바스프,콩고민주공화국,지속가능경영,보통주,9조,물발자국",삼성전자
1595,"외환위기,진대제,중국,부회장,삼성전자,이건희,부천,반도체,사업부,통찰력,스카이레이크인베스트먼트,마리,도쿄,선견지명,000여명,이듬해,프랑크푸르트,방산업,노무현,서울,김영삼,30대",삼성전자
1596,"삼성전자,SDGS,지속가능경영,UN,인터브랜드,지속가능개발목표,그동안,SDGBI,투자자,삼성,지속가능",삼성전자
1597,"펀딩,삼성,ESG,국민카드,냉장고,와디즈,비스포크,크라우드,2억,1500억,화장품,미세정온,사용자,59만,4200만,64만,지배구조,가맹점,친환경,삼성전자,KB,CUBE,BESPOKE,KB국민카드",삼성전자
1598,"삼성전자,ESG,게시물,사회공헌,사업장,친환경,전문가,온실가스,보고서,소비자,재활용,포장재,폐기물,CES,4개,TV",삼성전자
1599,"ESG,한국,상승률,삼성전자,MSCI,지배구조,리더스,아이비에스,평가기관,대기업,미국,코로나바이러스",삼성전자
1600,"ESG,삼성전자,보고서,사업장,관계자,사업부,지속가능경영사무국,지속가능경영보고서,사무국,수익성,이해관계자,공급망,감사보고서,6곳,신기술,136쪽,지배구조,150곳,그동안,136곳,환경안전센터,110곳,사회공헌,반도체,고위관계자,DS",삼성전자
1601,"무디스,반도체,삼성전자,신용등급,사업부문,부회장,순현금,중저가,스마트폰,이재용,플래그십,현금흐름,40조,주주환원,38조,수년,경기하강,11조,지배구조,57조,재무관리,설비투자,연평균,상반기,박근혜",삼성전자
1602,"삼성전자,무디스,신용등급,반도체,상반기,견조,수년,부회장,이재용,사업부문,거버넌스,GLORIA,선순위,재무관리,조정전",삼성전자
1603,"터치결제,신한페이판,오프라인,신한카드,스마트폰,신한,빅스비,삼성전자,신한금융그룹,금융포용성,신한금융,신용카드사,실물카드,지배구조,상생활동,삼성,장애인,카드사,시각장애인,한마디,관계자,가맹점,ESG,VOICE,PAYFAN,서비스,결제,이용,모바일,터치,보이스,사회,출시",삼성전자
1604,"신한카드,터치결제,빅스비,오프라인,론칭,삼성전자,신한,신한페이판,스마트폰,본부장,고객들,편의점,유태현,신한금융그룹,실물카드,상생활동",삼성전자
1605,"가족경영기업,크레디트스위스,수익률,비가족경영기업,일본,삼성전자,코로나19,ESG,한국,수익성,코로나,코로나바이러스,피아트크라이슬러,생산공정,아시아,84점,지배구조,91점,2위,책임경영,3위,중국,감염증,투자은행,아시아태평양,연평균",삼성전자
1606,"크레디트스위스,가족경영기업,일본,비가족경영기업,수익률,연평균,아시아,한국,코로나19,유럽,삼성전자,아시아태평양,500BP,유진,코로나바이러스,ESG,3위,보고서,생산공정,레버리지",삼성전자
1607,"지속가능경영,전기차,보고서,기업들,ESG,포스코,코로나19,삼성전자,모빌리티,400KM,이해관계자,지역사회,재무적",삼성전자
1608,"삼성전자,상반기,보고서,달성률,공감대,사업장,달해,미국,유럽,중국,중견기업,지속가능경영보고서,부회장",삼성전자
1609,"삼성전자,사업장,상반기,보고서,미국,유럽,지속가능경영보고서,중견기업,중국,체계화,공감대,지배구조,부회장,권고안",삼성전자
1610,"호주,삼성증권,삼성전자,삼성,미래에셋대우,포시즈,후순위,기후솔루션,불매운동,카마이클,베트남,한화투자증권,계열사,한국어,계열사들,트위,활동가",한화투자증권
1611,"ESG,뉴딜,수익률,김훈길,2차,우량주,하이닉스,미래에셋지속,미래에셋자산운용,아문,지배구조,ESG펀드,바톤,삼성전자,상대적,코로나19,태양광,운용업,운용사,관련주,문재인,연구위원,금융투자업계,투자업,바톤터치,NH아문디자산운용,자산운용사,기업들,자산운용업계,섹터",삼성전자
1612,"한전,블랙록,탈원전,국민연금,주주권,하이닉스,인도네시아,발전소,활성화,삼성전자,투자자,여름철,ESG,이사회",삼성전자
1613,"삼성전자,코로나19,임직원,보고서,2조,집단지성,대토론회,지배구조,협력사,10만,발자국,각국,영국,업사이클링,카본트러스트,충전기,디자,감염증,상반기",삼성전자
1614,"삼성전자,코로나19,포장재,지속가능경영,임직원,지속가능,대토론회,이사회의장,사외이사,미국,이해관계자,보고서,소비자,지배구조,업사이클링,재활용",삼성전자
1615,"삼성전자,협력사,2위,공급망,ICT,보고서,69점,HP,6위,마이크로소프트,노더체인,거버넌스,평가기관,인텔,최고점,소비자,홈페이지,BHRRC",삼성전자
1616,"삼성전자,공급망,ICT,협력사,2위,보고서,인텔,7위,69점,노더체인,거버넌스,미국,경쟁사,지배구조",삼성전자
1617,"삼성전자,공급망,ICT,69점,보고서,2위,마이크로소프트,6위,거버넌스,노더체인,기업들,인텔,협력사,삼성,첫해,36점",삼성전자
1618,"삼성전자,공급망,노더체인,69점,2위,보고서,인텔,70점,6위,마이크로소프트,기업들,거버넌스,평가기관,협력사,홈페이지,ICT",삼성전자
1619,"삼성전자,2위,공급망,ICT,69점,보고서,인텔,7위,노더체인,거버넌스,미국,삼성,협력사,경쟁사,1위,36점",삼성전자
1620,"삼성전자,협력회사,ICT,2위,보고서,69점,인텔,노더체인,6위,마이크로소프트,거버넌스,서스테이널리틱스,인권관리,공급망,소니",삼성전자
1621,"삼성전자,ICT,공급망,7위,노더체인,2위,HP,인권관리,지배구조,68점,6위,마이크로소프트,63점,59점,69점,서스테인애널리틱스,국제기업인권단체,크로소프트,거버넌스,70점,국제기업,평가기관,인텔,정보통신기술",삼성전자
1622,"공급망,2위,ICT,삼성전자,보고서,인텔,마이크로소프트,6위,기업들,69점,인권관리,삼성,첫해,지배구조,크로소프트,식음료,정보통신기술,국제기업인권단체",삼성전자
1623,"삼성전자,공급망,노더체인,69점,2위,보고서,인텔,70점,6위,마이크로소프트,거버넌스,기업들,평가기관,협력사,홈페이지,ICT,BHRRC",삼성전자
1624,"삼성전자,공급망,ICT,2위,보고서,69점,기업들,70점,마이크로소프트,6위,노더체인,거버넌스,인텔,협력사,첫해,선정시,인권관리",삼성전자
1625,"삼성전자,협력사,공급망,노더체인,보고서,69점,ICT,2위,인권관리,거버넌스,70점,6위,마이크로소프트,인텔,국제기업,첫해,7위,삼성,HP,행수준",삼성전자
1626,"상장사,CEO,거래소,집중투표제,대표이사,이사회,삼성전자,관계자,지배구조,의무화,후보군,최고경영자,보고서,현대자동차,한국,현대차",현대자동차
1627,"보고서,10사,211사,2조,한국거래소,시가총액,거래소,10조,관계자,기업경영,투명성,코스피,하나금융지주,우리금융지주,신한지주,금융사,삼성전자,1천,코스피시장,한국,의무공시",하나금융지주
1628,"지배구조,핵심지표,보고서,자산규모,기업지배구조,삼성전자,이사회,금융사,전자투표,의무대상,정기주주총회",삼성전자
1629,"갤럭시,심평원,증명서,감염병,신한카드,사회공헌,삼성전자,의약품,보안성,아름,고객만족,KB,소비자,팬들,도서관,ESG,건강보험,차별화,금융권",삼성전자
1630,"삼성전자,ESG,부회장,수익률,신한,대형주,그동안,밸류에이션,SRI,SRI펀드,에프앤가이드,우선주,코스피,이재용,파리바자산운용,KB,한국투자밸류자산운용,한국,투자가들,선제적,투자가,코레이트자산운용,코레이트,지배구조",삼성전자
1631,"삼성증권,전자투표,전자투표제,상장회사,온라인,주총장,단기간,계열사,양진근,수작업,법인컨설팅팀,삼성전자,전자투표시스템,의결권,론칭,스튜어드십,주주들,코스피,최소화,주주총회,미래에셋대우",삼성증권
1632,"전자투표,주주총회,현대백화점,계열사,의결권,현대백화점그룹,다음달,현대홈쇼핑,현대차그룹,상장사,관계자,이사회,지배구조,섀도보팅,삼성전자,현대리바트,한섬,현대그린푸드",현대홈쇼핑
1633,"사외이사,위원회,이사회,부회장,대표이사,한진그룹,전문경영인,삼성전자,김치훈,경영인,주주연합,함철호,김신배,구본주,부사장,자본시장법,주주제안,티웨이항공,감사위원회,조현아,석태수,거버넌스위원회",티웨이항공
1634,"수익률,삼성전자,KIC,사무소,우리나라,샌프란시스코,운용수익,최희남,미국,북미,투자수익률,부동산,헤지펀드,지배구조,27조,1573억,186조,전통자산,한국투자공사,202억,23조,대체자산",삼성전자
1635,"한국,ESG,SRI펀드,3개월,수익률,대형주,삼성전자,전문가,연구원,송홍선,만큼,투자자,마이다스,SRI,책임투자,에프앤가이드,장기펀드",삼성전자
1636,"신한금융,협의회,마켓인텔리전스,중앙은행,신한금융그룹,자회사,조직개편,삼성전자,내부통제,전문가,상반기,경쟁력,지속가능경영,리스크관리,소비자,전략기획팀,관계자,영국,이건혁",삼성전자
1637,"거래소,ESG,임재준,본부장,삼성전자,고수익,한국거래소,ETF,제2,투자상품,투자자,지배구조",삼성전자
1638,"미국,중국,코로나19,증권가,주식시장,미중,신흥,유동성,삼성증권,팬데믹,부동산,금융환경",신흥
1639,"리파이낸싱,인수금융,사업부,삼성증권,한앤컴퍼니,1조,대성산업가스,1000억,에어퍼스트,한국콜마,3위,리그테이블,서브원,1위",한국콜마
1640,"부동산,ESG,건축물,리츠팀,삼성증권,유럽,운용사,다소비,기후변화,보고서,자산군,영국,지배구조,지수개발,섹터,연관상품,전통자산,블랙스톤,신용평가기관,움직,그린인증,정량화,생존전략",삼성증권
1641,"DJSI,삼성증권,금융사,아시아퍼시픽지수,아시아퍼시픽,월드지수,지배구조,다우존스지속가능경영지수,다우존스,오세아니아,아시아,한국,오랫동안,삼성,ESG,기업,지수,상위,편입,연속,평가,월드,사회,지표",삼성증권
1642,"삼성증권,DJSI,한국,금융사,아시아퍼시픽,지속가능성,다우존스,거버넌스,증권사,환경적,금융권,금융서비스,오세아니아,관계자,아시아,최장수",삼성증권
1643,"삼성증권,DJSI,아시아퍼시픽,한국,500개,다우존스,지속가능성,거버넌스,환경적,증권사,오세아니아,금융서비스,관계자,아시아,금융사,금융권,ESG,기업,지수,상위,평가",삼성증권
